Matricule;Annee;Mois;Statut;Indice;NBI;Libelle;Code;Heures;Heures.Sup.;Temps.de.travail;quotite.moyenne.orig;Base;Nb.Unite;Taux;Montant;Debut;Fin;Type;Service;Emploi;Grade;quotite;quotite.moyenne;Annee.rappel;Mois.rappel
050063;2009;6;AUTRE_STATUT;;0;HEURES SUP. AMPLITUDE 10 H;2560;;0;100;1;3,27;0;28;91,56;;2009-05-31;R;EQUIPE CRECHE FAMILIALE;ASSISTANTE MATERNELLE;ASSISTANTE MATERNELLE;1;1;;
050063;2009;7;AUTRE_STATUT;;0;HEURES SUP. AMPLITUDE 10 H;2560;;0;100;1;3,27;0;28;91,56;;2009-06-30;R;EQUIPE CRECHE FAMILIALE;ASSISTANTE MATERNELLE;ASSISTANTE MATERNELLE;1;1;;
050063;2009;8;AUTRE_STATUT;;0;HEURES SUP. AMPLITUDE 10 H;2560;;0;100;1;3,31;0;6;19,86;;2009-07-31;R;EQUIPE CRECHE FAMILIALE;ASSISTANTE MATERNELLE;ASSISTANTE MATERNELLE;1;1;;
050063;2009;9;AUTRE_STATUT;;0;HEURES SUP. AMPLITUDE 10 H;2560;;0;100;1;3,31;0;6;19,86;;2009-08-31;R;EQUIPE CRECHE FAMILIALE;ASSISTANTE MATERNELLE;ASSISTANTE MATERNELLE;1;1;;
050063;2009;10;AUTRE_STATUT;;0;HEURES SUP. AMPLITUDE 10 H;2560;;0;100;1;3,31;0;18,5;61,24;;2009-09-30;R;EQUIPE CRECHE FAMILIALE;ASSISTANTE MATERNELLE;ASSISTANTE MATERNELLE;1;1;;
050063;2009;11;AUTRE_STATUT;;0;HEURES SUP. AMPLITUDE 10 H;2560;;0;100;1;3,31;0;9;29,79;;2009-10-31;R;EQUIPE CRECHE FAMILIALE;ASSISTANTE MATERNELLE;ASSISTANTE MATERNELLE;1;1;;
050063;2009;12;AUTRE_STATUT;;0;HEURES SUP. AMPLITUDE 10 H;2560;;0;100;1;3,31;0;18,5;61,24;;2009-11-30;R;EQUIPE CRECHE FAMILIALE;ASSISTANTE MATERNELLE;ASSISTANTE MATERNELLE;1;1;;
050063;2010;1;AUTRE_STATUT;;0;HEURES SUP. AMPLITUDE 10 H;2560;;0;100;1;3,31;0;16;52,96;;2009-12-31;R;EQUIPE CRECHE FAMILIALE;ASSISTANTE MATERNELLE;ASSISTANTE MATERNELLE;1;1;;
050063;2010;2;AUTRE_STATUT;;0;HEURES SUP. AMPLITUDE 10 H;2560;;0;100;1;3,32;0;22;73,04;;2010-01-31;R;EQUIPE CRECHE FAMILIALE;ASSISTANTE MATERNELLE;ASSISTANTE MATERNELLE;1;1;;
050063;2010;3;AUTRE_STATUT;;0;HEURES SUP. AMPLITUDE 10 H;2560;;0;100;1;3,32;0;12;39,84;;2010-02-28;R;EQUIPE CRECHE FAMILIALE;ASSISTANTE MATERNELLE;ASSISTANTE MATERNELLE;1;1;;
050063;2010;4;AUTRE_STATUT;;0;HEURES SUP. AMPLITUDE 10 H;2560;;0;100;1;3,32;0;24;79,68;;2010-03-31;R;EQUIPE CRECHE FAMILIALE;ASSISTANTE MATERNELLE;ASSISTANTE MATERNELLE;1;1;;
050063;2010;5;AUTRE_STATUT;;0;HEURES SUP. AMPLITUDE 10 H;2560;;0;100;1;3,32;0;15;49,8;;2010-04-30;R;EQUIPE CRECHE FAMILIALE;ASSISTANTE MATERNELLE;ASSISTANTE MATERNELLE;1;1;;
050063;2010;6;AUTRE_STATUT;;0;HEURES SUP. AMPLITUDE 10 H;2560;;0;100;1;3,32;0;17;56,44;;2010-05-31;R;EQUIPE CRECHE FAMILIALE;ASSISTANTE MATERNELLE;ASSISTANTE MATERNELLE;1;1;;
050063;2010;7;AUTRE_STATUT;;0;HEURES SUP. AMPLITUDE 10 H;2560;;0;100;1;3,32;0;24,5;81,34;;2010-06-30;R;EQUIPE CRECHE FAMILIALE;ASSISTANTE MATERNELLE;ASSISTANTE MATERNELLE;1;1;;
050063;2010;8;AUTRE_STATUT;;0;HEURES SUP. AMPLITUDE 10 H;2560;;0;100;1;3,32;0;8;26,56;;2010-07-31;R;EQUIPE CRECHE FAMILIALE;ASSISTANTE MATERNELLE;ASSISTANTE MATERNELLE;1;1;;
050063;2010;12;AUTRE_STATUT;;0;HEURES SUP. AMPLITUDE 10 H;2560;;0;100;1;3,32;0;1;3,32;;2010-11-30;R;EQUIPE CRECHE FAMILIALE;ASSISTANTE MATERNELLE;ASSISTANTE MATERNELLE;1;1;;
300071;2009;1;AUTRE_STATUT;;0;HEURES SUP. AMPLITUDE 10 H;2560;;0;100;1;3,27;0;20;65,4;;2008-12-31;R;EQUIPE CRECHE FAMILIALE;ASSISTANTE MATERNELLE;ASSISTANTE MATERNELLE;1;1;;
300071;2009;2;AUTRE_STATUT;;0;HEURES SUP. AMPLITUDE 10 H;2560;;0;100;1;3,27;0;13;42,51;;2009-01-31;R;EQUIPE CRECHE FAMILIALE;ASSISTANTE MATERNELLE;ASSISTANTE MATERNELLE;1;1;;
300071;2009;3;AUTRE_STATUT;;0;HEURES SUP. AMPLITUDE 10 H;2560;;0;100;1;3,27;0;9;29,43;;2009-02-28;R;EQUIPE CRECHE FAMILIALE;ASSISTANTE MATERNELLE;ASSISTANTE MATERNELLE;1;1;;
300071;2009;4;AUTRE_STATUT;;0;HEURES SUP. AMPLITUDE 10 H;2560;;0;100;1;3,27;0;8;26,16;;2009-03-31;R;EQUIPE CRECHE FAMILIALE;ASSISTANTE MATERNELLE;ASSISTANTE MATERNELLE;1;1;;
300071;2009;5;AUTRE_STATUT;;0;HEURES SUP. AMPLITUDE 10 H;2560;;0;100;1;3,27;0;3,5;11,45;;2009-04-30;R;EQUIPE CRECHE FAMILIALE;ASSISTANTE MATERNELLE;ASSISTANTE MATERNELLE;1;1;;
300071;2009;6;AUTRE_STATUT;;0;HEURES SUP. AMPLITUDE 10 H;2560;;0;100;1;3,27;0;2,5;8,18;;2009-05-31;R;EQUIPE CRECHE FAMILIALE;ASSISTANTE MATERNELLE;ASSISTANTE MATERNELLE;1;1;;
300071;2009;7;AUTRE_STATUT;;0;HEURES SUP. AMPLITUDE 10 H;2560;;0;100;1;3,27;0;8,5;27,8;;2009-06-30;R;EQUIPE CRECHE FAMILIALE;ASSISTANTE MATERNELLE;ASSISTANTE MATERNELLE;1;1;;
300071;2009;8;AUTRE_STATUT;;0;HEURES SUP. AMPLITUDE 10 H;2560;;0;100;1;3,31;0;7,5;24,83;;2009-07-31;R;EQUIPE CRECHE FAMILIALE;ASSISTANTE MATERNELLE;ASSISTANTE MATERNELLE;1;1;;
300071;2009;9;AUTRE_STATUT;;0;HEURES SUP. AMPLITUDE 10 H;2560;;0;100;1;3,31;0;1;3,31;;2009-08-31;R;EQUIPE CRECHE FAMILIALE;ASSISTANTE MATERNELLE;ASSISTANTE MATERNELLE;1;1;;
300071;2009;10;AUTRE_STATUT;;0;HEURES SUP. AMPLITUDE 10 H;2560;;0;100;1;3,31;0;11,5;38,07;;2009-09-30;R;EQUIPE CRECHE FAMILIALE;ASSISTANTE MATERNELLE;ASSISTANTE MATERNELLE;1;1;;
300071;2009;11;AUTRE_STATUT;;0;HEURES SUP. AMPLITUDE 10 H;2560;;0;100;1;3,31;0;1,5;4,97;;2009-10-31;R;EQUIPE CRECHE FAMILIALE;ASSISTANTE MATERNELLE;ASSISTANTE MATERNELLE;1;1;;
300071;2009;12;AUTRE_STATUT;;0;HEURES SUP. AMPLITUDE 10 H;2560;;0;100;1;3,31;0;4;13,24;;2009-11-30;R;EQUIPE CRECHE FAMILIALE;ASSISTANTE MATERNELLE;ASSISTANTE MATERNELLE;1;1;;
300071;2010;1;AUTRE_STATUT;;0;HEURES SUP. AMPLITUDE 10 H;2560;;0;100;1;3,31;0;5;16,55;;2009-12-31;R;EQUIPE CRECHE FAMILIALE;ASSISTANTE MATERNELLE;ASSISTANTE MATERNELLE;1;1;;
300071;2010;2;AUTRE_STATUT;;0;HEURES SUP. AMPLITUDE 10 H;2560;;0;100;1;3,32;0;1,5;4,98;;2010-01-31;R;EQUIPE CRECHE FAMILIALE;ASSISTANTE MATERNELLE;ASSISTANTE MATERNELLE;1;1;;
300071;2010;6;AUTRE_STATUT;;0;HEURES SUP. AMPLITUDE 10 H;2560;;0;100;1;3,32;0;1,5;4,98;;2010-05-31;R;EQUIPE CRECHE FAMILIALE;ASSISTANTE MATERNELLE;ASSISTANTE MATERNELLE;1;1;;
300071;2010;7;AUTRE_STATUT;;0;HEURES SUP. AMPLITUDE 10 H;2560;;0;100;1;3,32;0;1,5;4,98;;2010-06-30;R;EQUIPE CRECHE FAMILIALE;ASSISTANTE MATERNELLE;ASSISTANTE MATERNELLE;1;1;;
300071;2010;10;AUTRE_STATUT;;0;HEURES SUP. AMPLITUDE 10 H;2560;;0;100;1;3,32;0;2;6,64;;2010-09-30;R;EQUIPE CRECHE FAMILIALE;ASSISTANTE MATERNELLE;ASSISTANTE MATERNELLE;1;1;;
300071;2010;10;AUTRE_STATUT;;0;HEURES SUP. AMPLITUDE 10 H;2560;;0;100;1;3,32;0;2;6,64;;2010-09-30;R;EQUIPE CRECHE FAMILIALE;ASSISTANTE MATERNELLE;ASSISTANTE MATERNELLE;1;1;;
300071;2010;11;AUTRE_STATUT;;0;HEURES SUP. AMPLITUDE 10 H;2560;;0;100;1;3,32;0;4,5;14,94;;2010-10-31;R;EQUIPE CRECHE FAMILIALE;ASSISTANTE MATERNELLE;ASSISTANTE MATERNELLE;1;1;;
300071;2010;12;AUTRE_STATUT;;0;HEURES SUP. AMPLITUDE 10 H;2560;;0;100;1;3,32;0;2,5;8,3;;2010-11-30;R;EQUIPE CRECHE FAMILIALE;ASSISTANTE MATERNELLE;ASSISTANTE MATERNELLE;1;1;;
300173;2009;1;AUTRE_STATUT;;0;HEURES SUP. AMPLITUDE 10 H;2560;;0;100;1;3,27;0;5,5;17,99;;2008-12-31;R;EQUIPE CRECHE FAMILIALE;ASSISTANTE MATERNELLE;ASSISTANTE MATERNELLE;1;1;;
300173;2009;2;AUTRE_STATUT;;0;HEURES SUP. AMPLITUDE 10 H;2560;;0;100;1;3,27;0;4,5;14,72;;2009-01-31;R;EQUIPE CRECHE FAMILIALE;ASSISTANTE MATERNELLE;ASSISTANTE MATERNELLE;1;1;;
300173;2009;3;AUTRE_STATUT;;0;HEURES SUP. AMPLITUDE 10 H;2560;;0;100;1;3,27;0;5;16,35;;2009-02-28;R;EQUIPE CRECHE FAMILIALE;ASSISTANTE MATERNELLE;ASSISTANTE MATERNELLE;1;1;;
300173;2009;4;AUTRE_STATUT;;0;HEURES SUP. AMPLITUDE 10 H;2560;;0;100;1;3,27;0;7,5;24,53;;2009-03-31;R;EQUIPE CRECHE FAMILIALE;ASSISTANTE MATERNELLE;ASSISTANTE MATERNELLE;1;1;;
300173;2009;5;AUTRE_STATUT;;0;HEURES SUP. AMPLITUDE 10 H;2560;;0;100;1;3,27;0;11,5;37,61;;2009-04-30;R;EQUIPE CRECHE FAMILIALE;ASSISTANTE MATERNELLE;ASSISTANTE MATERNELLE;1;1;;
300173;2009;6;AUTRE_STATUT;;0;HEURES SUP. AMPLITUDE 10 H;2560;;0;100;1;3,27;0;7;22,89;;2009-05-31;R;EQUIPE CRECHE FAMILIALE;ASSISTANTE MATERNELLE;ASSISTANTE MATERNELLE;1;1;;
300173;2009;7;AUTRE_STATUT;;0;HEURES SUP. AMPLITUDE 10 H;2560;;0;100;1;3,27;0;7,5;24,53;;2009-06-30;R;EQUIPE CRECHE FAMILIALE;ASSISTANTE MATERNELLE;ASSISTANTE MATERNELLE;1;1;;
300173;2009;8;AUTRE_STATUT;;0;HEURES SUP. AMPLITUDE 10 H;2560;;0;100;1;3,31;0;3;9,93;;2009-07-31;R;EQUIPE CRECHE FAMILIALE;ASSISTANTE MATERNELLE;ASSISTANTE MATERNELLE;1;1;;
300173;2009;9;AUTRE_STATUT;;0;HEURES SUP. AMPLITUDE 10 H;2560;;0;100;1;3,31;0;5,5;18,21;;2009-08-31;R;EQUIPE CRECHE FAMILIALE;ASSISTANTE MATERNELLE;ASSISTANTE MATERNELLE;1;1;;
300173;2009;10;AUTRE_STATUT;;0;HEURES SUP. AMPLITUDE 10 H;2560;;0;100;1;3,31;0;3;9,93;;2009-09-30;R;EQUIPE CRECHE FAMILIALE;ASSISTANTE MATERNELLE;ASSISTANTE MATERNELLE;1;1;;
300173;2009;11;AUTRE_STATUT;;0;HEURES SUP. AMPLITUDE 10 H;2560;;0;100;1;3,31;0;3,5;11,59;;2009-10-31;R;EQUIPE CRECHE FAMILIALE;ASSISTANTE MATERNELLE;ASSISTANTE MATERNELLE;1;1;;
300173;2009;12;AUTRE_STATUT;;0;HEURES SUP. AMPLITUDE 10 H;2560;;0;100;1;3,31;0;2,5;8,28;;2009-11-30;R;EQUIPE CRECHE FAMILIALE;ASSISTANTE MATERNELLE;ASSISTANTE MATERNELLE;1;1;;
300173;2010;1;AUTRE_STATUT;;0;HEURES SUP. AMPLITUDE 10 H;2560;;0;100;1;3,31;0;6,5;21,52;;2009-12-31;R;EQUIPE CRECHE FAMILIALE;ASSISTANTE MATERNELLE;ASSISTANTE MATERNELLE;1;1;;
300173;2010;2;AUTRE_STATUT;;0;HEURES SUP. AMPLITUDE 10 H;2560;;0;100;1;3,32;0;18,5;61,42;;2010-01-31;R;EQUIPE CRECHE FAMILIALE;ASSISTANTE MATERNELLE;ASSISTANTE MATERNELLE;1;1;;
300173;2010;3;AUTRE_STATUT;;0;HEURES SUP. AMPLITUDE 10 H;2560;;0;100;1;3,32;0;26;86,32;;2010-02-28;R;EQUIPE CRECHE FAMILIALE;ASSISTANTE MATERNELLE;ASSISTANTE MATERNELLE;1;1;;
300173;2010;4;AUTRE_STATUT;;0;HEURES SUP. AMPLITUDE 10 H;2560;;0;100;1;3,32;0;27;89,64;;2010-03-31;R;EQUIPE CRECHE FAMILIALE;ASSISTANTE MATERNELLE;ASSISTANTE MATERNELLE;1;1;;
300173;2010;5;AUTRE_STATUT;;0;HEURES SUP. AMPLITUDE 10 H;2560;;0;100;1;3,32;0;19;63,08;;2010-04-30;R;EQUIPE CRECHE FAMILIALE;ASSISTANTE MATERNELLE;ASSISTANTE MATERNELLE;1;1;;
300173;2010;6;AUTRE_STATUT;;0;HEURES SUP. AMPLITUDE 10 H;2560;;0;100;1;3,32;0;12,5;41,5;;2010-05-31;R;EQUIPE CRECHE FAMILIALE;ASSISTANTE MATERNELLE;ASSISTANTE MATERNELLE;1;1;;
300173;2010;7;AUTRE_STATUT;;0;HEURES SUP. AMPLITUDE 10 H;2560;;0;100;1;3,32;0;21;69,72;;2010-06-30;R;EQUIPE CRECHE FAMILIALE;ASSISTANTE MATERNELLE;ASSISTANTE MATERNELLE;1;1;;
300173;2010;8;AUTRE_STATUT;;0;HEURES SUP. AMPLITUDE 10 H;2560;;0;100;1;3,32;0;22;73,04;;2010-07-31;R;EQUIPE CRECHE FAMILIALE;ASSISTANTE MATERNELLE;ASSISTANTE MATERNELLE;1;1;;
300173;2010;10;AUTRE_STATUT;;0;HEURES SUP. AMPLITUDE 10 H;2560;;0;100;1;3,32;0;6,5;21,58;;2010-09-30;R;EQUIPE CRECHE FAMILIALE;ASSISTANTE MATERNELLE;ASSISTANTE MATERNELLE;1;1;;
300173;2010;11;AUTRE_STATUT;;0;HEURES SUP. AMPLITUDE 10 H;2560;;0;100;1;3,32;0;13;43,16;;2010-10-31;R;EQUIPE CRECHE FAMILIALE;ASSISTANTE MATERNELLE;ASSISTANTE MATERNELLE;1;1;;
300173;2010;12;AUTRE_STATUT;;0;HEURES SUP. AMPLITUDE 10 H;2560;;0;100;1;3,32;0;11;36,52;;2010-11-30;R;EQUIPE CRECHE FAMILIALE;ASSISTANTE MATERNELLE;ASSISTANTE MATERNELLE;1;1;;
300202;2009;1;NON_TITULAIRE;290;0;HEURES SUPPL.  = 14 H;1900;156,17;37;100;1;10,92;0;3;32,76;;2008-12-31;R;EQUIPES TERRAIN;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;1;;
300202;2009;1;NON_TITULAIRE;290;0;HEURES SUPPL. DE NUIT;1930;156,17;37;100;1;18,7;0;1,5;28,05;;2008-12-31;R;EQUIPES TERRAIN;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;1;;
300202;2009;2;NON_TITULAIRE;290;0;HEURES SUPPL.  = 14 H;1900;159,67;29,5;100;1;10,92;0;7;76,44;;2009-01-31;R;EQUIPES TERRAIN;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;1;;
300202;2009;2;NON_TITULAIRE;290;0;HEURES SUPPL. DE NUIT;1930;159,67;29,5;100;1;18,7;0;1;18,7;;2009-01-31;R;EQUIPES TERRAIN;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;1;;
300202;2009;3;NON_TITULAIRE;290;0;HEURES SUPPL.  = 14 H;1900;159,67;29,5;100;1;10,92;0;8;87,36;;2009-02-28;R;EQUIPES TERRAIN;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;1;;
300202;2009;4;NON_TITULAIRE;290;0;HEURES SUPPL.  = 14 H;1900;152,67;41,5;100;1;10,92;0;1;10,92;;2009-03-31;R;EQUIPES TERRAIN;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;1;;
300202;2009;5;NON_TITULAIRE;290;0;HEURES SUPPL.  = 14 H;1900;152,67;20,5;100;1;10,92;0;1;10,92;;2009-04-30;R;EQUIPES TERRAIN;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;1;;
300202;2009;6;NON_TITULAIRE;291;0;HEURES SUPPL.  = 14 H;1900;152,67;13,5;100;1;10,92;0;1;10,92;;2009-05-31;R;EQUIPES TERRAIN;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;1;;
300202;2009;7;NON_TITULAIRE;294;0;HEURES SUPPL.  = 14 H;1900;152,67;3,5;100;1;10,96;0;1;10,96;;2009-06-30;R;EQUIPES TERRAIN;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;1;;
300202;2009;8;NON_TITULAIRE;294;0;HEURES SUPPL.  = 14 H;1900;152,67;72;100;1;11,13;0;1;11,13;;2009-07-31;R;EQUIPES TERRAIN;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;1;;
300202;2009;9;NON_TITULAIRE;294;0;HEURES SUPPL.  = 14 H;1900;153,67;46,5;100;1;11,13;0;2;22,26;;2009-08-31;R;EQUIPES TERRAIN;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;1;;
300202;2010;2;NON_TITULAIRE;294;0;HEURES SUPPL.  = 14 H;1900;164,17;12,5;100;1;11,16;0;10,5;117,18;;2010-01-31;R;SECTEUR ESPACES VERTS;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;1;;
300202;2010;2;NON_TITULAIRE;294;0;HEURES SUPPL. DE NUIT;1930;164,17;12,5;100;1;22,33;0;2;44,66;;2010-01-31;R;SECTEUR ESPACES VERTS;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;1;;
300202;2010;3;NON_TITULAIRE;294;0;HEURES SUPPL.  = 14 H;1900;160,42;8,75;100;1;11,16;0;6,75;75,33;;2010-02-28;R;SECTEUR ESPACES VERTS;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;1;;
300202;2010;3;NON_TITULAIRE;294;0;HEURES SUPPL. DE NUIT;1930;160,42;8,75;100;1;22,33;0;2;44,66;;2010-02-28;R;SECTEUR ESPACES VERTS;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;1;;
300202;2010;4;NON_TITULAIRE;294;0;HEURES SUPPL.  = 14 H;1900;155,42;3,75;100;1;11,16;0;2,25;25,11;;2010-03-31;R;SECTEUR ESPACES VERTS;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;1;;
300202;2010;4;NON_TITULAIRE;294;0;HEURES SUPPL. DE NUIT;1930;155,42;3,75;100;1;22,33;0;1,5;33,5;;2010-03-31;R;SECTEUR ESPACES VERTS;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;1;;
300202;2011;1;NON_TITULAIRE;294;0;HEURES SUPPL.  = 14 H;1900;157,67;6;100;1;11,22;0;4,5;50,49;;2010-12-31;R;SECTEUR ESPACES VERTS;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;1;;
300202;2011;1;NON_TITULAIRE;294;0;HEURES SUPPL. DE NUIT;1930;157,67;6;100;1;22,44;0;1,5;33,66;;2010-12-31;R;SECTEUR ESPACES VERTS;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;1;;
300202;2011;2;NON_TITULAIRE;297;0;HEURES SUPPL.  = 14 H;1900;154,67;3;100;1;11,33;0;2,5;28,33;;2011-01-31;R;SECTEUR ESPACES VERTS;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;1;;
300202;2011;2;NON_TITULAIRE;297;0;HEURES SUPPL. DE NUIT;1930;154,67;3;100;1;22,67;0;0,5;11,34;;2011-01-31;R;SECTEUR ESPACES VERTS;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;1;;
300202;2011;7;NON_TITULAIRE;298;0;HEURES SUPPL.  = 14 H;1900;158,17;6,5;100;1;11,37;0;6,5;73,91;;2011-06-30;R;SECTEUR ESPACES VERTS;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;1;;
300202;2011;8;NON_TITULAIRE;298;0;HEURES SUPPL.  = 14 H;1900;166,67;15;100;1;11,37;0;1;11,37;;2011-06-30;R;SECTEUR ESPACES VERTS;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;1;;
300202;2011;8;NON_TITULAIRE;298;0;HEURES SUPPL.  = 14 H;1900;166,67;15;100;1;11,37;0;14;159,18;;2011-07-31;R;SECTEUR ESPACES VERTS;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;1;;
300202;2011;9;NON_TITULAIRE;298;0;HEURES SUPPL.  = 14 H;1900;155,67;4;100;1;11,37;0;4;45,48;;2011-08-31;R;SECTEUR ESPACES VERTS;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;1;;
300202;2012;3;NON_TITULAIRE;305;0;HEURES SUPPL.  = 14 H;1900;160,67;9;100;1;11,64;0;6;69,84;;2012-02-29;R;SECTEUR ESPACES VERTS;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;1;;
300202;2012;3;NON_TITULAIRE;305;0;HEURES SUPPL. DE NUIT;1930;160,67;9;100;1;23,28;0;3;69,84;;2012-02-29;R;SECTEUR ESPACES VERTS;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;1;;
300202;2012;7;NON_TITULAIRE;311;0;HEURES SUPPL.  = 14 H;1900;152,67;1;100;1;11,64;0;1;11,64;;2012-06-30;R;SECTEUR ESPACES VERTS;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;1;;
300202;2012;9;NON_TITULAIRE;311;0;HEURES SUPPL.  = 14 H;1900;156,67;5;100;1;11,87;0;1;11,87;;2012-08-31;R;SECTEUR ESPACES VERTS;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;1;;
300202;2012;9;NON_TITULAIRE;311;0;HEURES SUPPL. DIMANCHE JF;1920;156,67;5;100;1;19,78;0;4;79,12;;2012-08-31;R;SECTEUR ESPACES VERTS;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;1;;
300202;2013;3;NON_TITULAIRE;312;0;HEURES SUPPL.  = 14 H;1900;157,67;6;100;1;11,91;0;4;47,64;;2013-02-28;R;SECTEUR ESPACES VERTS;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;1;;
300202;2013;3;NON_TITULAIRE;312;0;HEURES SUPPL. DE NUIT;1930;157,67;6;100;1;23,81;0;2;47,62;;2013-02-28;R;SECTEUR ESPACES VERTS;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;1;;
300202;2013;4;NON_TITULAIRE;312;0;HEURES SUPPL.  = 14 H;1900;153,67;2;100;1;11,91;0;2;23,82;;2013-03-31;R;SECTEUR ESPACES VERTS;ADJT TECHNIQUE 2 CL;ADJT TECHNIQUE 2 CL;1;1;;
300227;2009;2;NON_TITULAIRE;290;0;HEURES SUPPL.  = 14 H;1900;161,17;9,5;100;1;10,92;0;9,5;103,74;;2009-01-31;R;URBANISME;ADJOINT ADMINIST. 2 CL;ADJOINT ADMINIST. 2 CL;1;1;;
300227;2009;3;NON_TITULAIRE;290;0;HEURES SUPPL.  = 14 H;1900;157,42;5,75;100;1;10,92;0;5,75;62,79;;2009-02-28;R;URBANISME;ADJOINT ADMINIST. 2 CL;ADJOINT ADMINIST. 2 CL;1;1;;
300227;2009;4;NON_TITULAIRE;290;0;HEURES SUPPL.  = 14 H;1900;158,17;6,5;100;1;10,92;0;6,5;70,98;;2009-03-31;R;URBANISME;ADJOINT ADMINIST. 2 CL;ADJOINT ADMINIST. 2 CL;1;1;;
300227;2009;5;NON_TITULAIRE;290;0;HEURES SUPPL.  = 14 H;1900;160,17;8,5;100;1;10,92;0;8,5;92,82;;2009-04-30;R;URBANISME;ADJOINT ADMINIST. 2 CL;ADJOINT ADMINIST. 2 CL;1;1;;
300227;2009;7;NON_TITULAIRE;294;0;HEURES SUPPL.  = 14 H;1900;158,42;6,75;100;1;11;0;6,75;74,25;;2009-06-30;R;URBANISME;ADJOINT ADMINIST. 2 CL;ADJOINT ADMINIST. 2 CL;1;1;;
300227;2009;11;NON_TITULAIRE;294;0;HEURES SUPPL.  = 14 H;1900;165,92;14,25;100;1;11,13;0;0,25;2,78;;2009-09-30;R;URBANISME;ADJOINT ADMINIST. 2 CL;ADJOINT ADMINIST. 2 CL;1;1;;
300227;2009;11;NON_TITULAIRE;294;0;HEURES SUPPL.  = 14 H;1900;165,92;14,25;100;1;11,16;0;14;156,24;;2009-10-31;R;URBANISME;ADJOINT ADMINIST. 2 CL;ADJOINT ADMINIST. 2 CL;1;1;;
300227;2009;12;NON_TITULAIRE;294;0;HEURES SUPPL.  = 14 H;1900;160,84;9,17;100;1;11,16;0;8,75;97,65;;2009-11-30;R;URBANISME;ADJOINT ADMINIST. 2 CL;ADJOINT ADMINIST. 2 CL;1;1;;
300227;2010;2;NON_TITULAIRE;294;0;HEURES SUPPL.  = 14 H;1900;164,67;13;100;0,25;11,16;0;13;145,08;;2010-01-31;R;SERVICE ADMINISTRATION;ADJOINT ADMINIST. 2 CL;ADJOINT ADMINIST. 2 CL;1;0,25;;
300240;2013;12;NON_TITULAIRE;314;0;HEURES SUPPL.  = 14 H;1900;80,34;4,5;50;0,458333333333333;11,98;0;4,5;53,91;;2013-11-30;R;SECT MAIS QUART CENTRE VILLE;ASSISTANT SOCIO-EDUCATIF;ASSISTANT SOCIO-EDUCATIF;0,5;0,458333333333333;;
300331;2011;1;NON_TITULAIRE;;0;HEURES SUPPLEMENTAIRES CUI;211D;155,67;0;100;0,939433333333333;11,08;0;4;44,32;;2010-12-31;R;SERV CENTRES LOISIRS ENFANTS;CONTRAT UNIQUE D INSERT;CONTRAT UNIQUE D INSERT;1;0,939433333333333;;
