Matricule;Annee;Mois;Statut;Indice;NBI;Libelle;Code;Heures;Heures.Sup.;Temps.de.travail;quotite.moyenne.orig;Base;Nb.Unite;Taux;Montant;Debut;Fin;Type;Service;Emploi;Grade;quotite;quotite.moyenne;Annee.rappel;Mois.rappel
010811;2010;10;TITULAIRE;295;0;HEURES SUPPL. DIMANCHE JF;1920;152,67;10;100;1;18,76;0;1;18,76;;2010-09-30;R;EQU. CONT. STATIONNEMENT;ADJOINT ADMINIST. 2 CL;ADJOINT ADMINIST. 2 CL;1;1;;
010811;2011;8;TITULAIRE;300;0;HEURES SUPPL.  = 14 H;1900;154,67;3;100;1;11,37;0;3;34,11;;2011-07-31;R;EQU. CONT. STATIONNEMENT;ADJOINT ADMINIST. 2 CL;ADJOINT ADMINIST. 2 CL;1;1;;
010811;2011;10;TITULAIRE;300;0;HEURES SUPPL.  = 14 H;1900;153,17;2,5;100;1;11,45;0;1,5;17,18;;2011-09-30;R;EQU. CONT. STATIONNEMENT;ADJOINT ADMINIST. 2 CL;ADJOINT ADMINIST. 2 CL;1;1;;
010811;2011;11;TITULAIRE;300;0;HEURES SUPPL.  = 14 H;1900;153,17;1,5;100;1;11,45;0;1,5;17,18;;2011-10-31;R;EQU. CONT. STATIONNEMENT;ADJOINT ADMINIST. 2 CL;ADJOINT ADMINIST. 2 CL;1;1;;
010811;2011;12;TITULAIRE;300;0;HEURES SUPPL.  = 14 H;1900;156,67;5;100;1;11,45;0;5;57,25;;2011-11-30;R;EQU. CONT. STATIONNEMENT;ADJOINT ADMINIST. 2 CL;ADJOINT ADMINIST. 2 CL;1;1;;
010811;2012;2;TITULAIRE;306;0;HEURES SUPPL. DIMANCHE JF;1920;153,67;2;100;1;19,46;0;2;38,92;;2012-01-31;R;EQU. CONT. STATIONNEMENT;ADJOINT ADMINIST. 2 CL;ADJOINT ADMINIST. 2 CL;1;1;;
010811;2012;8;TITULAIRE;312;0;HEURES SUPPL.  = 14 H;1900;161,67;10;100;1;11,91;0;4,5;53,6;;2012-07-31;R;EQU. CONT. STATIONNEMENT;ADJOINT ADMINIST. 2 CL;ADJOINT ADMINIST. 2 CL;1;1;;
010811;2012;8;TITULAIRE;312;0;HEURES SUPPL. DIMANCHE JF;1920;161,67;10;100;1;19,84;0;5,5;109,12;;2012-07-31;R;EQU. CONT. STATIONNEMENT;ADJOINT ADMINIST. 2 CL;ADJOINT ADMINIST. 2 CL;1;1;;
010811;2012;9;TITULAIRE;312;0;HEURES SUPPL.  = 14 H;1900;153,17;1,5;100;1;11,91;0;1,5;17,87;;2012-08-31;R;EQU. CONT. STATIONNEMENT;ADJOINT ADMINIST. 2 CL;ADJOINT ADMINIST. 2 CL;1;1;;
010811;2012;10;TITULAIRE;312;0;HEURES SUPPL. DIMANCHE JF;1920;154,67;14;100;1;19,84;0;3;59,52;;2012-09-30;R;EQU. CONT. STATIONNEMENT;ADJOINT ADMINIST. 2 CL;ADJOINT ADMINIST. 2 CL;1;1;;
010811;2012;11;TITULAIRE;312;0;HEURES SUPPL.  = 14 H;1900;155,67;4;100;1;11,91;0;4;47,64;;2012-10-31;R;EQU. CONT. STATIONNEMENT;ADJOINT ADMINIST. 2 CL;ADJOINT ADMINIST. 2 CL;1;1;;
010811;2012;12;TITULAIRE;312;0;HEURES SUPPL.  = 14 H;1900;152,17;0,5;100;1;11,91;0;0,5;5,96;;2012-11-30;R;EQU. CONT. STATIONNEMENT;ADJOINT ADMINIST. 2 CL;ADJOINT ADMINIST. 2 CL;1;1;;
010811;2013;8;TITULAIRE;314;0;HEURES SUPPL.  = 14 H;1900;152,67;4;100;1;11,94;0;1;11,94;;2013-07-31;R;EQU. CONT. STATIONNEMENT;ADJOINT ADMINIST. 2 CL;ADJOINT ADMINIST. 2 CL;1;1;;
010811;2013;10;TITULAIRE;314;0;HEURES SUPPL. DIMANCHE JF;1920;152,67;8;100;1;19,97;0;1;19,97;;2013-09-30;R;EQU. CONT. STATIONNEMENT;ADJOINT ADMINIST. 2 CL;ADJOINT ADMINIST. 2 CL;1;1;;
010812;2009;1;TITULAIRE;292;0;HEURES SUPPL.  = 14 H;1900;151,67;2;100;1;0,08;0;2;0,16;;2008-09-30;R;EQUIPE ANIMATION CULTURELLE;ADJOINT ADMINIST. 2 CL;ADJOINT ADMINIST. 2 CL;1;1;;
010812;2009;6;TITULAIRE;292;0;HEURES SUPPL.  = 14 H;1900;154,67;3;100;1;11;0;3;33;;2009-05-31;R;EQUIPE ANIMATION CULTURELLE;ADJOINT ADMINIST. 2 CL;ADJOINT ADMINIST. 2 CL;1;1;;
010812;2009;10;TITULAIRE;294;0;HEURES SUPPL.  = 14 H;1900;155,67;4;100;1;11,13;0;4;44,52;;2009-09-30;R;EQUIPE ANIMATION CULTURELLE;ADJOINT ADMINIST. 2 CL;ADJOINT ADMINIST. 2 CL;1;1;;
010812;2009;11;TITULAIRE;295;0;HEURES SUPPL. DIMANCHE JF;1920;153,67;2;100;1;15,93;0;2;31,86;;2009-10-31;R;EQUIPE ANIMATION CULTURELLE;ADJOINT ADMINIST. 2 CL;ADJOINT ADMINIST. 2 CL;1;1;;
010812;2010;7;TITULAIRE;295;0;HEURES SUPPL.  = 14 H;1900;153,67;2;100;1;11,2;0;2;22,4;;2010-06-30;R;EQUIPE ANIMATION CULTURELLE;ADJOINT ADMINIST. 2 CL;ADJOINT ADMINIST. 2 CL;1;1;;
010812;2010;8;TITULAIRE;295;0;HEURES SUPPL.  = 14 H;1900;152,67;1;100;1;11,26;0;1;11,26;;2010-07-31;R;EQUIPE ANIMATION CULTURELLE;ADJOINT ADMINIST. 2 CL;ADJOINT ADMINIST. 2 CL;1;1;;
010812;2010;10;TITULAIRE;295;0;HEURES SUPPL.  = 14 H;1900;158,67;7;100;1;11,26;0;2;22,52;;2010-08-31;R;EQUIPE ANIMATION CULTURELLE;ADJOINT ADMINIST. 2 CL;ADJOINT ADMINIST. 2 CL;1;1;;
010812;2010;10;TITULAIRE;295;0;HEURES SUPPL.  = 14 H;1900;158,67;7;100;1;11,26;0;5;56,3;;2010-09-30;R;EQUIPE ANIMATION CULTURELLE;ADJOINT ADMINIST. 2 CL;ADJOINT ADMINIST. 2 CL;1;1;;
010812;2010;11;TITULAIRE;295;0;HEURES SUPPL.  = 14 H;1900;153,67;2;100;1;11,26;0;2;22,52;;2010-10-31;R;EQUIPE ANIMATION CULTURELLE;ADJOINT ADMINIST. 2 CL;ADJOINT ADMINIST. 2 CL;1;1;;
010815;2009;1;TITULAIRE;292;15;HEURES SUPPL.  = 14 H;1900;162,67;19;100;1;0,08;0;3;0,24;;2008-07-31;R;SECT. DROITS PLACES;ADJOINT ADMINIST. 2 CL;ADJOINT ADMINIST. 2 CL;1;1;;
010815;2009;1;TITULAIRE;292;15;HEURES SUPPL. DIMANCHE JF;1920;162,67;19;100;1;0,11;0;4;0,44;;2008-07-31;R;SECT. DROITS PLACES;ADJOINT ADMINIST. 2 CL;ADJOINT ADMINIST. 2 CL;1;1;;
010815;2009;1;TITULAIRE;292;15;HEURES SUPPL. DIMANCHE JF;1920;162,67;19;100;1;16,5;0;11;181,5;;2008-12-31;R;SECT. DROITS PLACES;ADJOINT ADMINIST. 2 CL;ADJOINT ADMINIST. 2 CL;1;1;;
010815;2009;1;TITULAIRE;292;15;HEURES SUPPL. DE NUIT;1930;162,67;19;100;1;0,13;0;1;0,13;;2008-07-31;R;SECT. DROITS PLACES;ADJOINT ADMINIST. 2 CL;ADJOINT ADMINIST. 2 CL;1;1;;
010815;2009;8;TITULAIRE;294;15;HEURES SUPPL.  = 14 H;1900;153,67;4;100;1;11,7;0;2;23,4;;2009-07-31;R;SECT. DROITS PLACES;ADJOINT ADMINIST. 2 CL;ADJOINT ADMINIST. 2 CL;1;1;;
010815;2010;8;TITULAIRE;295;15;HEURES SUPPL. DIMANCHE JF;1920;153,67;2;100;1;19,72;0;2;39,44;;2010-07-31;R;SECT. DROITS PLACES;ADJOINT ADMINIST. 2 CL;ADJOINT ADMINIST. 2 CL;1;1;;
010815;2010;12;TITULAIRE;295;15;HEURES SUPPL. DIMANCHE JF;1920;155,67;4;100;1;19,72;0;4;78,88;;2010-10-31;R;SECT. DROITS PLACES;ADJOINT ADMINIST. 2 CL;ADJOINT ADMINIST. 2 CL;1;1;;
010815;2011;7;TITULAIRE;298;15;HEURES SUPPL. DIMANCHE JF;1920;154,17;2,5;100;1;19,91;0;2,5;49,78;;2011-06-30;R;SECT. DROITS PLACES;ADJOINT ADMINIST. 2 CL;ADJOINT ADMINIST. 2 CL;1;1;;
010815;2011;8;TITULAIRE;298;15;HEURES SUPPL.  = 14 H;1900;153,67;6;100;1;11,94;0;2;23,88;;2011-07-31;R;SECT. DROITS PLACES;ADJOINT ADMINIST. 2 CL;ADJOINT ADMINIST. 2 CL;1;1;;
010815;2011;10;TITULAIRE;298;15;HEURES SUPPL.  = 14 H;1900;157,17;5,5;100;1;11,94;0;5,5;65,67;;2011-07-31;R;SECT. DROITS PLACES;ADJOINT ADMINIST. 2 CL;ADJOINT ADMINIST. 2 CL;1;1;;
010815;2012;5;TITULAIRE;306;15;HEURES SUPPL.  = 14 H;1900;153,67;2;100;1;12,25;0;2;24,5;;2012-04-30;R;SECT. DROITS PLACES;ADJOINT ADMINIST. 2 CL;ADJOINT ADMINIST. 2 CL;1;1;;
010815;2012;8;TITULAIRE;312;15;HEURES SUPPL.  = 14 H;1900;167,17;15,5;100;1;12,48;0;4;49,92;;2012-07-31;R;SECT. DROITS PLACES;ADJOINT ADMINIST. 2 CL;ADJOINT ADMINIST. 2 CL;1;1;;
010815;2012;8;TITULAIRE;312;15;HEURES SUPPL. DIMANCHE JF;1920;167,17;15,5;100;1;20,8;0;11,5;239,2;;2012-07-31;R;SECT. DROITS PLACES;ADJOINT ADMINIST. 2 CL;ADJOINT ADMINIST. 2 CL;1;1;;
010815;2012;11;TITULAIRE;312;15;HEURES SUPPL. DIMANCHE JF;1920;156,67;5;100;1;20,8;0;5;104;;2012-10-31;R;SECT. DROITS PLACES;ADJOINT ADMINIST. 2 CL;ADJOINT ADMINIST. 2 CL;1;1;;
010815;2012;12;TITULAIRE;312;15;HEURES SUPPL. DIMANCHE JF;1920;155,67;4;100;1;20,8;0;4;83,2;;2012-11-30;R;SECT. DROITS PLACES;ADJOINT ADMINIST. 2 CL;ADJOINT ADMINIST. 2 CL;1;1;;
010815;2013;11;TITULAIRE;314;15;HEURES SUPPL.  = 14 H;1900;159,67;8;100;1;12,52;0;3;37,56;;2013-10-31;R;SECT. DROITS PLACES;ADJOINT ADMINIST. 2 CL;ADJOINT ADMINIST. 2 CL;1;1;;
010815;2013;11;TITULAIRE;314;15;HEURES SUPPL. DIMANCHE JF;1920;159,67;8;100;1;20,86;0;5;104,3;;2013-10-31;R;SECT. DROITS PLACES;ADJOINT ADMINIST. 2 CL;ADJOINT ADMINIST. 2 CL;1;1;;
010815;2013;12;TITULAIRE;314;15;HEURES SUPPL. DIMANCHE JF;1920;159,67;8;100;1;20,92;0;8;167,36;;2013-11-30;R;SECT. DROITS PLACES;ADJOINT ADMINIST. 2 CL;ADJOINT ADMINIST. 2 CL;1;1;;
010850;2009;1;TITULAIRE;295;0;HEURES SUPPL.  = 14 H;1900;164,45;75,96;100;1;11,11;0;6,83;75,88;;;T;EQUIPE P.A.O.;ADJOINT ADMINIST. 2 CL;ADJOINT ADMINIST. 2 CL;1;1;;
010850;2009;1;TITULAIRE;295;0;HEURES SUPPL. DIMANCHE JF;1920;164,45;75,96;100;1;15,85;0;3,7;58,65;;;T;EQUIPE P.A.O.;ADJOINT ADMINIST. 2 CL;ADJOINT ADMINIST. 2 CL;1;1;;
010850;2009;2;TITULAIRE;295;0;HEURES SUPPL.  = 14 H;1900;162,2;10,53;100;1;11,11;0;6,83;75,88;;;T;EQUIPE P.A.O.;ADJOINT ADMINIST. 2 CL;ADJOINT ADMINIST. 2 CL;1;1;;
010850;2009;2;TITULAIRE;295;0;HEURES SUPPL. DIMANCHE JF;1920;162,2;10,53;100;1;15,85;0;3,7;58,65;;;T;EQUIPE P.A.O.;ADJOINT ADMINIST. 2 CL;ADJOINT ADMINIST. 2 CL;1;1;;
010850;2009;3;TITULAIRE;295;0;HEURES SUPPL.  = 14 H;1900;162,2;10,53;100;1;11,11;0;6,83;75,88;;;T;EQUIPE P.A.O.;ADJOINT ADMINIST. 2 CL;ADJOINT ADMINIST. 2 CL;1;1;;
010850;2009;3;TITULAIRE;295;0;HEURES SUPPL. DIMANCHE JF;1920;162,2;10,53;100;1;15,85;0;3,7;58,65;;;T;EQUIPE P.A.O.;ADJOINT ADMINIST. 2 CL;ADJOINT ADMINIST. 2 CL;1;1;;
010850;2009;4;TITULAIRE;295;0;HEURES SUPPL.  = 14 H;1900;162,2;10,53;100;1;11,11;0;6,83;75,88;;;T;EQUIPE P.A.O.;ADJOINT ADMINIST. 2 CL;ADJOINT ADMINIST. 2 CL;1;1;;
010850;2009;4;TITULAIRE;295;0;HEURES SUPPL. DIMANCHE JF;1920;162,2;10,53;100;1;15,85;0;3,7;58,65;;;T;EQUIPE P.A.O.;ADJOINT ADMINIST. 2 CL;ADJOINT ADMINIST. 2 CL;1;1;;
010850;2009;5;TITULAIRE;295;0;HEURES SUPPL.  = 14 H;1900;162,2;10,53;100;1;11,11;0;6,83;75,88;;;T;EQUIPE P.A.O.;ADJOINT ADMINIST. 2 CL;ADJOINT ADMINIST. 2 CL;1;1;;
010850;2009;5;TITULAIRE;295;0;HEURES SUPPL. DIMANCHE JF;1920;162,2;10,53;100;1;15,85;0;3,7;58,65;;;T;EQUIPE P.A.O.;ADJOINT ADMINIST. 2 CL;ADJOINT ADMINIST. 2 CL;1;1;;
010850;2009;6;TITULAIRE;295;0;HEURES SUPPL.  = 14 H;1900;162,2;10,53;100;1;11,11;0;6,83;75,88;;;T;EQUIPE P.A.O.;ADJOINT ADMINIST. 2 CL;ADJOINT ADMINIST. 2 CL;1;1;;
010850;2009;6;TITULAIRE;295;0;HEURES SUPPL. DIMANCHE JF;1920;162,2;10,53;100;1;15,85;0;0,52;8,24;;;T;EQUIPE P.A.O.;ADJOINT ADMINIST. 2 CL;ADJOINT ADMINIST. 2 CL;1;1;;
010854;2009;6;TITULAIRE;352;0;HEURES SUPPL.  = 14 H;1900;160,67;9;100;1;13,26;0;9;119,34;;2009-05-31;R;EQUIPE GESTION 2;REDACTEUR TERRITORIAL;REDACTEUR TERRITORIAL;1;1;;
010854;2009;11;TITULAIRE;352;0;HEURES SUPPL.  = 14 H;1900;179,67;28;100;1;13,37;0;14;187,18;;;T;EQUIPE GESTION 2;REDACTEUR TERRITORIAL;REDACTEUR TERRITORIAL;1;1;;
010854;2009;11;TITULAIRE;352;0;HEURES SUPPL.  = 14 H;1900;179,67;28;100;1;13,37;0;14;187,18;;2009-10-31;R;EQUIPE GESTION 2;REDACTEUR TERRITORIAL;REDACTEUR TERRITORIAL;1;1;;
010854;2010;4;TITULAIRE;352;0;HEURES SUPPL.  = 14 H;1900;169,17;17,5;100;1;13,37;0;6,5;86,91;;2010-03-31;R;EQUIPE GESTION 2;REDACTEUR TERRITORIAL;REDACTEUR TERRITORIAL;1;1;;
010854;2012;4;TITULAIRE;377;0;HEURES SUPPL.  = 14 H;1900;154,67;3;100;1;14,39;0;3;43,17;;2012-03-31;R;EQUIPE GESTION 2;REDACTEUR TER. CHEF;REDACTEUR TER. CHEF;1;1;;
010872;2009;1;TITULAIRE;292;0;HEURES SUPPL.  = 14 H;1900;151,67;8;100;0,45;0,08;0;8;0,64;;2008-08-31;R;SECTEUR C.L.M. VAL-VERT;ADJT ANIMATION 2 CL;ADJT ANIMATION 2 CL;1;0,45;;
010872;2012;5;TITULAIRE;308;0;HEURES SUPPL.  = 14 H;1900;155,67;4;100;1;11,75;0;4;47;;2012-04-30;R;SECTEUR C.L.M. VAL-VERT;ADJT ANIMATION 1 CL;ADJT ANIMATION 1 CL;1;1;;
010872;2012;9;TITULAIRE;314;0;HEURES SUPPL.  = 14 H;1900;167,67;16;100;1;11,98;0;8;95,84;;2012-07-31;R;SECTEUR C.L.M. VAL-VERT;ADJT ANIMATION 1 CL;ADJT ANIMATION 1 CL;1;1;;
010872;2012;9;TITULAIRE;314;0;HEURES SUPPL.  = 14 H;1900;167,67;16;100;1;11,98;0;8;95,84;;2012-08-31;R;SECTEUR C.L.M. VAL-VERT;ADJT ANIMATION 1 CL;ADJT ANIMATION 1 CL;1;1;;
010872;2012;11;TITULAIRE;314;0;HEURES SUPPL.  = 14 H;1900;155,67;4;100;1;11,98;0;4;47,92;;2012-10-31;R;SECTEUR C.L.M. VAL-VERT;ADJT ANIMATION 1 CL;ADJT ANIMATION 1 CL;1;1;;
010902;2009;1;TITULAIRE;308;0;HEURES SUPPL.  = 14 H;1900;151,67;5;100;1;0,04;0;5;0,2;;2008-11-30;R;EQUIPE D INTERVENTION;ADJT.TECH.PRINC.2 CL;ADJT.TECH.PRINC.2 CL;1;1;;
010904;2009;1;TITULAIRE;308;0;HEURES SUPPL.  = 14 H;1900;155,42;7,75;100;1;11,6;0;2,25;26,1;;2008-12-31;R;EQUIPE EXTERIEUR;ADJT.TECH.PRINC.2 CL;ADJT.TECH.PRINC.2 CL;1;1;;
010904;2009;1;TITULAIRE;308;0;HEURES SUPPL. DE NUIT;1930;155,42;7,75;100;1;19,86;0;1,5;29,79;;2008-12-31;R;EQUIPE EXTERIEUR;ADJT.TECH.PRINC.2 CL;ADJT.TECH.PRINC.2 CL;1;1;;
010904;2009;2;TITULAIRE;308;0;HEURES SUPPL.  = 14 H;1900;163,17;11,5;100;1;11,6;0;8,5;98,6;;2009-01-31;R;EQUIPE EXTERIEUR;ADJT.TECH.PRINC.2 CL;ADJT.TECH.PRINC.2 CL;1;1;;
010904;2009;2;TITULAIRE;308;0;HEURES SUPPL. DE NUIT;1930;163,17;11,5;100;1;19,86;0;3;59,58;;2009-01-31;R;EQUIPE EXTERIEUR;ADJT.TECH.PRINC.2 CL;ADJT.TECH.PRINC.2 CL;1;1;;
010904;2009;3;TITULAIRE;308;0;HEURES SUPPL.  = 14 H;1900;154,92;7,25;100;1;11,6;0;2,25;26,1;;2009-02-28;R;EQUIPE EXTERIEUR;ADJT.TECH.PRINC.2 CL;ADJT.TECH.PRINC.2 CL;1;1;;
010904;2009;3;TITULAIRE;308;0;HEURES SUPPL. DE NUIT;1930;154,92;7,25;100;1;19,86;0;1;19,86;;2009-02-28;R;EQUIPE EXTERIEUR;ADJT.TECH.PRINC.2 CL;ADJT.TECH.PRINC.2 CL;1;1;;
010904;2009;6;TITULAIRE;308;0;HEURES SUPPL. DIMANCHE JF;1920;159,67;12;100;1;16,55;0;4;66,2;;2009-05-31;R;EQUIPE EXTERIEUR;ADJT.TECH.PRINC.2 CL;ADJT.TECH.PRINC.2 CL;1;1;;
010904;2010;2;TITULAIRE;308;0;HEURES SUPPL.  = 14 H;1900;163,42;11,75;100;1;11,7;0;8,5;99,45;;2010-01-31;R;EQUIPE EXTERIEUR;ADJT.TECH.PRINC.2 CL;ADJT.TECH.PRINC.2 CL;1;1;;
010904;2010;2;TITULAIRE;308;0;HEURES SUPPL. DE NUIT;1930;163,42;11,75;100;1;23,39;0;3,25;76,02;;2010-01-31;R;EQUIPE EXTERIEUR;ADJT.TECH.PRINC.2 CL;ADJT.TECH.PRINC.2 CL;1;1;;
010904;2010;7;TITULAIRE;308;0;HEURES SUPPL. DIMANCHE JF;1920;155,67;8;100;1;19,49;0;4;77,96;;2010-06-30;R;EQUIPE EXTERIEUR;ADJT.TECH.PRINC.2 CL;ADJT.TECH.PRINC.2 CL;1;1;;
010904;2010;8;TITULAIRE;308;0;HEURES SUPPL. DIMANCHE JF;1920;155,67;12;100;1;19,59;0;4;78,36;;2010-07-31;R;EQUIPE EXTERIEUR;ADJT.TECH.PRINC.2 CL;ADJT.TECH.PRINC.2 CL;1;1;;
010904;2011;1;TITULAIRE;318;0;HEURES SUPPL.  = 14 H;1900;154,42;2,75;100;1;12,14;0;2,25;27,32;;2010-12-31;R;EQUIPE EXTERIEUR;ADJT.TECH.PRINC.2 CL;ADJT.TECH.PRINC.2 CL;1;1;;
010904;2011;1;TITULAIRE;318;0;HEURES SUPPL. DE NUIT;1930;154,42;2,75;100;1;24,27;0;0,5;12,14;;2010-12-31;R;EQUIPE EXTERIEUR;ADJT.TECH.PRINC.2 CL;ADJT.TECH.PRINC.2 CL;1;1;;
010904;2013;3;TITULAIRE;328;0;HEURES SUPPL.  = 14 H;1900;157,67;6;100;1;12,52;0;4;50,08;;2013-02-28;R;EQUIPE EXTERIEUR;ADJT. TECH. PRINC.2 CL;ADJT. TECH. PRINC.2 CL;1;1;;
010904;2013;3;TITULAIRE;328;0;HEURES SUPPL. DE NUIT;1930;157,67;6;100;1;25,03;0;2;50,06;;2013-02-28;R;EQUIPE EXTERIEUR;ADJT. TECH. PRINC.2 CL;ADJT. TECH. PRINC.2 CL;1;1;;
011012;2009;2;TITULAIRE;430;15;HEURES SUPPL.  = 14 H;1900;174,17;22,5;100;1;15,67;0;0,5;7,84;;;T;SECTEUR LOGISTIQUE;AGENT MAITRISE PRINCIPAL;AGENT MAITRISE PRINCIPAL;1;1;;
011012;2009;2;TITULAIRE;430;15;HEURES SUPPL.  = 14 H;1900;174,17;22,5;100;1;15,67;0;14;219,38;;2009-01-31;R;SECTEUR LOGISTIQUE;AGENT MAITRISE PRINCIPAL;AGENT MAITRISE PRINCIPAL;1;1;;
011012;2009;2;TITULAIRE;430;15;HEURES SUPPL. DE NUIT;1930;174,17;22,5;100;1;26,83;0;8;214,64;;2009-01-31;R;SECTEUR LOGISTIQUE;AGENT MAITRISE PRINCIPAL;AGENT MAITRISE PRINCIPAL;1;1;;
011012;2009;3;TITULAIRE;430;15;HEURES SUPPL.  = 14 H;1900;160,17;8,5;100;1;15,67;0;4;62,68;;2009-02-28;R;SECTEUR LOGISTIQUE;AGENT MAITRISE PRINCIPAL;AGENT MAITRISE PRINCIPAL;1;1;;
011012;2009;3;TITULAIRE;430;15;HEURES SUPPL. DE NUIT;1930;160,17;8,5;100;1;26,83;0;4,5;120,74;;2009-02-28;R;SECTEUR LOGISTIQUE;AGENT MAITRISE PRINCIPAL;AGENT MAITRISE PRINCIPAL;1;1;;
011012;2009;4;TITULAIRE;430;15;HEURES SUPPL.  = 14 H;1900;157,17;5,5;100;1;15,67;0;4;62,68;;2009-03-31;R;SECTEUR LOGISTIQUE;AGENT MAITRISE PRINCIPAL;AGENT MAITRISE PRINCIPAL;1;1;;
011012;2009;4;TITULAIRE;430;15;HEURES SUPPL. DIMANCHE JF;1920;157,17;5,5;100;1;22,36;0;1,5;33,54;;2009-03-31;R;SECTEUR LOGISTIQUE;AGENT MAITRISE PRINCIPAL;AGENT MAITRISE PRINCIPAL;1;1;;
011012;2009;6;TITULAIRE;430;15;HEURES SUPPL. DIMANCHE JF;1920;207,67;42,5;100;1;22,36;0;11,5;257,14;;2009-04-30;R;SECTEUR LOGISTIQUE;AGENT MAITRISE PRINCIPAL;AGENT MAITRISE PRINCIPAL;1;1;;
011012;2009;6;TITULAIRE;430;15;HEURES SUPPL. DIMANCHE JF;1920;207,67;42,5;100;1;22,36;0;12;268,32;;2009-05-31;R;SECTEUR LOGISTIQUE;AGENT MAITRISE PRINCIPAL;AGENT MAITRISE PRINCIPAL;1;1;;
011012;2009;7;TITULAIRE;430;15;HEURES SUPPL.  = 14 H;1900;162,67;231,25;100;1;1,08;0;8,5;9,18;;2008-01-31;R;SECTEUR LOGISTIQUE;AGENT MAITRISE PRINCIPAL;AGENT MAITRISE PRINCIPAL;1;1;;
011012;2009;7;TITULAIRE;430;15;HEURES SUPPL.  = 14 H;1900;162,67;231,25;100;1;1,08;0;2;2,16;;2008-02-29;R;SECTEUR LOGISTIQUE;AGENT MAITRISE PRINCIPAL;AGENT MAITRISE PRINCIPAL;1;1;;
011012;2009;7;TITULAIRE;430;15;HEURES SUPPL.  = 14 H;1900;162,67;231,25;100;1;1,08;0;5;5,4;;2008-02-29;R;SECTEUR LOGISTIQUE;AGENT MAITRISE PRINCIPAL;AGENT MAITRISE PRINCIPAL;1;1;;
011012;2009;7;TITULAIRE;430;15;HEURES SUPPL.  = 14 H;1900;162,67;231,25;100;1;1,09;0;14;15,26;;2008-03-31;R;SECTEUR LOGISTIQUE;AGENT MAITRISE PRINCIPAL;AGENT MAITRISE PRINCIPAL;1;1;;
011012;2009;7;TITULAIRE;430;15;HEURES SUPPL.  = 14 H;1900;162,67;231,25;100;1;1,09;0;1;1,09;;2008-04-30;R;SECTEUR LOGISTIQUE;AGENT MAITRISE PRINCIPAL;AGENT MAITRISE PRINCIPAL;1;1;;
011012;2009;7;TITULAIRE;430;15;HEURES SUPPL.  = 14 H;1900;162,67;231,25;100;1;1,09;0;14;15,26;;2009-01-31;R;SECTEUR LOGISTIQUE;AGENT MAITRISE PRINCIPAL;AGENT MAITRISE PRINCIPAL;1;1;;
011012;2009;7;TITULAIRE;430;15;HEURES SUPPL.  = 14 H;1900;162,67;231,25;100;1;1,09;0;4;4,36;;2009-02-28;R;SECTEUR LOGISTIQUE;AGENT MAITRISE PRINCIPAL;AGENT MAITRISE PRINCIPAL;1;1;;
011012;2009;7;TITULAIRE;430;15;HEURES SUPPL.  = 14 H;1900;162,67;231,25;100;1;1,09;0;0,5;0,54;;2009-02-28;R;SECTEUR LOGISTIQUE;AGENT MAITRISE PRINCIPAL;AGENT MAITRISE PRINCIPAL;1;1;;
011012;2009;7;TITULAIRE;430;15;HEURES SUPPL.  = 14 H;1900;162,67;231,25;100;1;1,09;0;4;4,36;;2009-03-31;R;SECTEUR LOGISTIQUE;AGENT MAITRISE PRINCIPAL;AGENT MAITRISE PRINCIPAL;1;1;;
011012;2009;7;TITULAIRE;430;15;HEURES SUPPL. DIMANCHE JF;1920;162,67;231,25;100;1;1,54;0;4;6,16;;2008-01-31;R;SECTEUR LOGISTIQUE;AGENT MAITRISE PRINCIPAL;AGENT MAITRISE PRINCIPAL;1;1;;
011012;2009;7;TITULAIRE;430;15;HEURES SUPPL. DIMANCHE JF;1920;162,67;231,25;100;1;1,54;0;2;3,08;;2008-02-29;R;SECTEUR LOGISTIQUE;AGENT MAITRISE PRINCIPAL;AGENT MAITRISE PRINCIPAL;1;1;;
011012;2009;7;TITULAIRE;430;15;HEURES SUPPL. DIMANCHE JF;1920;162,67;231,25;100;1;1,55;0;12,5;19,37;;2008-03-31;R;SECTEUR LOGISTIQUE;AGENT MAITRISE PRINCIPAL;AGENT MAITRISE PRINCIPAL;1;1;;
011012;2009;7;TITULAIRE;430;15;HEURES SUPPL. DIMANCHE JF;1920;162,67;231,25;100;1;1,55;0;-6,75;-10,46;;2008-05-31;R;SECTEUR LOGISTIQUE;AGENT MAITRISE PRINCIPAL;AGENT MAITRISE PRINCIPAL;1;1;;
011012;2009;7;TITULAIRE;430;15;HEURES SUPPL. DIMANCHE JF;1920;162,67;231,25;100;1;1,55;0;12,25;18,99;;2008-05-31;R;SECTEUR LOGISTIQUE;AGENT MAITRISE PRINCIPAL;AGENT MAITRISE PRINCIPAL;1;1;;
011012;2009;7;TITULAIRE;430;15;HEURES SUPPL. DIMANCHE JF;1920;162,67;231,25;100;1;1,55;0;1,5;2,33;;2009-03-31;R;SECTEUR LOGISTIQUE;AGENT MAITRISE PRINCIPAL;AGENT MAITRISE PRINCIPAL;1;1;;
011012;2009;7;TITULAIRE;430;15;HEURES SUPPL. DIMANCHE JF;1920;162,67;231,25;100;1;1,55;0;11,5;17,83;;2009-04-30;R;SECTEUR LOGISTIQUE;AGENT MAITRISE PRINCIPAL;AGENT MAITRISE PRINCIPAL;1;1;;
